"","new_subject","task","car","mean_off_duration","sum_long_off_glance","total_off_time","frequency_off_glance","task_time","percentage_long_off_glance","frequency_off_glance_per_minute"
"1767",6052,"nav_entry_2","Corolla",0.647941176470588,0,22.03,34,89.9,0,22.6918798665184
"1768",6052,"radiom_4","Corolla",0.815454545454545,0,8.97,11,13.91,0,47.4478792235802
"1769",6052,"radiom_6","Corolla",1.1455,0,11.455,10,15.9,0,37.7358490566038
"1770",6053,"nav_cancel_1","Corolla",0.451428571428571,0,3.16,7,16.32,0,25.7352941176471
"1771",6053,"nav_cancel_2","Corolla",0.575,0,3.45,6,14.11,0,25.5138199858257
"1772",6053,"nav_entry_1","Corolla",0.702307692307692,0,36.52,52,102.91,0,30.317753376737
"1773",6053,"nav_entry_2","Corolla",0.6585,0,13.17,20,53.52,0,22.4215246636771
"1774",6053,"radiom_4","Corolla",0.796666666666667,0,7.17,9,11.7,0,46.1538461538462
"1775",6053,"radiom_6","Corolla",0.55875,0,4.47,8,8.89,0,53.9932508436445
"1776",6054,"nav_cancel_1","Corolla",0.563333333333333,0,5.07,9,16.11,0,33.5195530726257
"1777",6054,"nav_cancel_2","Corolla",0.678235294117647,0,11.53,17,28.89,0,35.3063343717549
"1778",6054,"nav_entry_1","Corolla",0.608409090909091,0,26.77,44,90.32,0,29.229406554473
"1779",6054,"nav_entry_2","Corolla",0.629047619047619,0,26.42,42,97.89,0,25.7431811216672
"1780",6054,"radiom_4","Corolla",0.833181818181818,0,9.165,11,15.7,0,42.0382165605096
"1781",6054,"radiom_6","Corolla",0.964,0,9.64,10,18.1,0,33.1491712707182
"1782",6056,"nav_entry_1","Corolla",0.748,0,3.74,5,54.3,0,5.52486187845304
"1783",6056,"nav_entry_2","Corolla",0.4475,0,0.895,2,49.29,0,2.43457090687766
"1784",6056,"radiom_4","Corolla",0.833181818181818,0,9.165,11,28.905,0,22.8334198235599
"1785",6056,"radiom_6","Corolla",0.797,0,7.97,10,18.3,0,32.7868852459016
"1786",6057,"nav_cancel_1","Corolla",0.476666666666667,0,1.43,3,14.7,0,12.2448979591837
"1787",6057,"nav_cancel_2","Corolla",0.436666666666667,0,6.55,15,21.5,0,41.8604651162791
"1788",6057,"nav_entry_1","Corolla",0.49625,0,3.97,8,46.1,0,10.412147505423
"1789",6057,"nav_entry_2","Corolla",0.622222222222222,0,16.8,27,78.3,0,20.6896551724138
"1790",6057,"radiom_4","Corolla",0.631875,0,10.11,16,20.3,0,47.2906403940887
"1791",6057,"radiom_6","Corolla",0.556,0,5.56,10,12.9,0,46.5116279069767
"1792",6058,"nav_cancel_2","Corolla",0.79,0,0.79,1,12.89,0,4.65477114041893
"1793",6058,"nav_entry_1","Corolla",0.828636363636364,1,18.23,22,95.71,4.54545454545455,13.7916623132379
"1794",6058,"nav_entry_2","Corolla",1.23269230769231,4,16.025,13,62.3,30.7692307692308,12.5200642054575
"1795",6058,"radiom_4","Corolla",1.76769230769231,3,22.98,13,33.3,23.0769230769231,23.4234234234234
"1796",6058,"radiom_6","Corolla",1.41611111111111,2,12.745,9,22.295,22.2222222222222,24.2206772819018
"1797",6059,"nav_cancel_1","Corolla",0.725,0,3.625,5,17.105,0,17.5387313650979
"1798",6059,"nav_cancel_2","Corolla",0.843333333333333,0,5.06,6,14.5,0,24.8275862068966
"1799",6059,"nav_entry_1","Corolla",0.997916666666667,1,11.975,12,52.11,8.33333333333333,13.8169257340242
"1800",6059,"nav_entry_2","Corolla",0.964615384615385,0,12.54,13,60.315,0,12.9321064411838
"1801",6059,"radiom_4","Corolla",1.13357142857143,0,7.935,7,14.1,0,29.7872340425532
"1802",6059,"radiom_6","Corolla",1.54545454545455,3,17,11,23.5,27.2727272727273,28.0851063829787
"1803",6060,"nav_cancel_1","Corolla",0.49,0,3.92,8,16.3,0,29.4478527607362
"1804",6060,"nav_cancel_2","Corolla",0.46,0,2.76,6,16.88,0,21.3270142180095
"1805",6060,"nav_entry_1","Corolla",0.57,0,13.11,23,51.32,0,26.8901013250195
"1806",6060,"nav_entry_2","Corolla",0.6355,0,12.71,20,60.92,0,19.6979645436638
"1807",6060,"radiom_4","Corolla",0.849,0,8.49,10,13.7,0,43.7956204379562
"1808",6060,"radiom_6","Corolla",0.679090909090909,0,7.47,11,12.7,0,51.9685039370079
"1809",6061,"nav_cancel_1","Corolla",0.4375,0,1.75,4,15.49,0,15.4938670109748
"1810",6061,"nav_cancel_2","Corolla",0.498333333333333,0,2.99,6,23.31,0,15.4440154440154
"1811",6061,"nav_entry_1","Corolla",0.585,0,5.85,10,53.49,0,11.2170499158721
"1812",6061,"nav_entry_2","Corolla",0.644545454545455,0,7.09,11,61.49,0,10.7334525939177
"1813",6061,"radiom_4","Corolla",0.921363636363636,0,10.135,11,21.5,0,30.6976744186047
"1814",6061,"radiom_6","Corolla",0.7778125,0,12.445,16,25.9,0,37.0656370656371
"1815",6062,"nav_cancel_1","Corolla",0.614642857142857,0,8.605,14,30.705,0,27.3571079628725
"1816",6062,"nav_cancel_2","Corolla",0.5,0,1.5,3,15.11,0,11.9126406353408
"1817",6062,"nav_entry_1","Corolla",0.713333333333333,0,8.56,12,48.905,0,14.7224210203456
"1818",6062,"nav_entry_2","Corolla",0.53375,0,4.27,8,46.7,0,10.2783725910064
"1819",6062,"radiom_4","Corolla",0.66,0,10.56,16,19.52,0,49.1803278688525
"1820",6062,"radiom_6","Corolla",0.56625,0,4.53,8,10.91,0,43.9963336388634
"1821",6063,"nav_cancel_1","Corolla",0.43,0,0.43,1,19.71,0,3.0441400304414
"1822",6063,"nav_cancel_2","Corolla",0.47,0,0.94,2,14.9,0,8.05369127516778
"1823",6063,"nav_entry_1","Corolla",0.576666666666667,0,5.19,9,49.1,0,10.9979633401222
"1824",6063,"nav_entry_2","Corolla",0.501,0,5.01,10,47.49,0,12.6342387871131
"1825",6063,"radiom_4","Corolla",0.764444444444444,0,6.88,9,15.91,0,33.9409176618479
"1826",6063,"radiom_6","Corolla",0.714230769230769,0,9.285,13,22.89,0,34.0760157273919
"1827",6064,"nav_cancel_1","Corolla",0.6,0,0.6,1,13.7,0,4.37956204379562
"1828",6064,"nav_cancel_2","Corolla",0.13,0,0.13,1,18.29,0,3.28048113723346
"1829",6064,"nav_entry_1","Corolla",0.43,0,3.87,9,60.51,0,8.92414476945959
"1830",6064,"nav_entry_2","Corolla",0.692745098039216,1,35.33,51,170.69,1.96078431372549,17.9272365106333
"1831",6064,"radiom_4","Corolla",0.692727272727273,0,7.62,11,16.11,0,40.9683426443203
"1832",6064,"radiom_6","Corolla",0.75375,0,6.03,8,12.1,0,39.6694214876033
"1833",6068,"nav_cancel_1","Corolla",0.62375,0,2.495,4,14.3,0,16.7832167832168
"1834",6068,"nav_cancel_2","Corolla",0.6425,0,2.57,4,16.1,0,14.9068322981366
"1835",6068,"nav_entry_1","Corolla",0.64,0,19.2,30,111.7,0,16.1145926589078
"1836",6068,"nav_entry_2","Corolla",0.749166666666667,0,17.98,24,86.3,0,16.6859791425261
"1837",6068,"radiom_4","Corolla",0.835555555555556,0,7.52,9,13.695,0,39.4304490690033
"1838",6068,"radiom_6","Corolla",0.82,0,5.74,7,13.11,0,32.0366132723112
"1839",6069,"nav_cancel_1","Corolla",0.723571428571429,0,10.13,14,27.1,0,30.9963099630996
"1840",6069,"nav_cancel_2","Corolla",0.809230769230769,0,10.52,13,25.7,0,30.3501945525292
"1841",6069,"nav_entry_1","Corolla",0.828867924528302,0,43.93,53,130.9,0,24.2933537051184
"1842",6069,"nav_entry_2","Corolla",0.784444444444444,0,42.36,54,141.9,0,22.8329809725159
"1843",6069,"radiom_4","Corolla",1.33538461538462,1,17.36,13,24.31,7.69230769230769,32.0855614973262
"1844",6069,"radiom_6","Corolla",0.9,1,4.5,5,6.1,20,49.1803278688525
